customer_id,recency,frequency,monetary,R,F,M,RFM_Score,Segment
13060.0,255,1,307.53000000000003,5,1,2,512,Others
13061.0,74,1,248.61,3,1,2,312,Others
13062.0,340,1,346.98,5,1,2,512,Others
13064.0,2,4,1105.59,1,2,4,124,Others
13065.0,699,1,205.86,5,1,1,511,Others
13066.0,26,3,430.9,2,2,2,222,Others
13067.0,84,1,115.46000000000001,4,1,1,411,Others
13068.0,12,2,344.0,1,1,2,112,At Risk
13069.0,3,27,3713.14,1,4,5,145,Others
13070.0,194,1,228.8,5,1,1,511,Others
13072.0,268,1,177.15,5,1,1,511,Others
13075.0,307,1,919.61,5,1,4,514,Others
13077.0,120,4,728.02,4,2,3,423,Others
13078.0,1,43,12432.28,1,4,5,145,Others
13079.0,23,5,220.10000000000002,2,3,1,231,Others
13080.0,181,1,58.08,4,1,1,411,Others
13081.0,13,21,27964.48,1,4,5,145,Others
13082.0,178,10,3595.48,4,4,5,445,Potential Loyalists
13083.0,77,2,303.75,3,1,2,312,Others
13085.0,218,3,272.38,5,2,2,522,Others
13089.0,7,118,57322.13,1,4,5,145,Others
13090.0,21,18,8689.39,2,4,5,245,Others
13091.0,23,2,319.82,2,1,2,212,Others
13092.0,6,6,459.83,1,3,2,132,Others
13093.0,10,13,7741.47,1,4,5,145,Others
13094.0,23,16,1708.8600000000001,2,4,4,244,Promising
13095.0,72,1,74.39999999999999,3,1,1,311,Others
13097.0,79,14,5886.12,3,4,5,345,Others
13098.0,7,41,28658.88,1,4,5,145,Others
13099.0,336,1,207.36,5,1,1,511,Others
13101.0,236,1,101.19,5,1,1,511,Others
13102.0,25,27,6336.29,2,4,5,245,Others
13103.0,41,1,243.94,3,1,2,312,Others
13104.0,48,6,1098.48,3,3,4,334,New Customers
13106.0,135,2,59.5,4,1,1,411,Others
13107.0,46,5,1524.07,3,3,4,334,New Customers
13108.0,668,1,350.06,5,1,2,512,Others
13109.0,31,5,766.84,2,3,3,233,Promising
13110.0,55,8,1452.8700000000001,3,4,4,344,New Customers
13113.0,6,40,10510.0,1,4,5,145,Others
13115.0,1,14,2205.63,1,4,5,145,Others
13116.0,119,2,485.19,4,1,3,413,Others
13117.0,23,8,984.91,2,4,4,244,Promising
13118.0,21,7,1125.0,2,3,4,234,Promising
13120.0,240,1,30.6,5,1,1,511,Others
13121.0,271,2,254.73,5,1,2,512,Others
13122.0,185,2,922.39,5,1,4,514,Others
13124.0,32,3,3756.33,2,2,5,225,Others
13126.0,40,10,2056.29,2,4,5,245,Others
13127.0,79,1,259.17,3,1,2,312,Others
13130.0,185,1,64.0,5,1,1,511,Others
13131.0,25,4,1039.3,2,2,4,224,Others
13132.0,263,1,77.3,5,1,1,511,Others
13133.0,38,2,109.8,2,1,1,211,Others
13134.0,74,7,1740.63,3,3,4,334,New Customers
13135.0,198,1,3096.0,5,1,5,515,Others
13136.0,1,11,2545.38,1,4,5,145,Others
13137.0,12,9,3557.96,1,4,5,145,Others
13138.0,24,6,962.39,2,3,4,234,Promising
13139.0,18,8,5055.79,1,4,5,145,Others
13140.0,110,3,422.47,4,2,2,422,Others
13141.0,86,6,2385.8,4,3,5,435,Others
13142.0,21,1,307.09000000000003,2,1,2,212,Others
13144.0,40,1,110.95,2,1,1,211,Others
13145.0,41,5,614.77,3,3,3,333,New Customers
13146.0,28,1,228.91,2,1,1,211,Others
13147.0,12,4,712.8,1,2,3,123,Others
13148.0,61,17,3324.62,3,4,5,345,Others
13149.0,16,4,1676.06,1,2,4,124,Others
13151.0,205,2,1250.3700000000001,5,1,4,514,Others
13153.0,243,1,486.22,5,1,3,513,Others
13154.0,146,1,-611.86,4,1,1,411,Others
13155.0,81,4,971.76,4,2,4,424,Others
13157.0,7,5,1721.57,1,3,4,134,Need Attention
13158.0,3,4,1201.06,1,2,4,124,Others
13159.0,52,5,1371.25,3,3,4,334,New Customers
13160.0,24,1,91.8,2,1,1,211,Others
13161.0,316,1,112.75,5,1,1,511,Others
13162.0,40,5,1644.99,2,3,4,234,Promising
13165.0,48,2,1021.48,3,1,4,314,Others
13166.0,312,2,414.7,5,1,2,512,Others
13167.0,20,4,791.33,2,2,3,223,Others
13168.0,201,5,1290.54,5,3,4,534,Loyal Customers
13169.0,154,2,712.88,4,1,3,413,Others
13170.0,28,1,108.81,2,1,1,211,Others
13171.0,18,5,426.81,1,3,2,132,Others
13173.0,213,2,353.65000000000003,5,1,2,512,Others
13174.0,18,3,2742.82,1,2,5,125,Others
13176.0,48,1,481.49,3,1,3,313,Others
13177.0,184,1,282.45,5,1,2,512,Others
13178.0,28,11,5725.47,2,4,5,245,Others
13182.0,47,1,121.18,3,1,1,311,Others
13183.0,88,9,3957.78,4,4,5,445,Potential Loyalists
13184.0,16,12,1616.45,1,4,4,144,Need Attention
13185.0,269,1,71.4,5,1,1,511,Others
13186.0,33,5,1539.69,2,3,4,234,Promising
13187.0,192,1,236.02,5,1,2,512,Others
13188.0,13,1,114.6,1,1,1,111,At Risk
13189.0,20,2,260.68,2,1,2,212,Others
13192.0,207,2,911.94,5,1,4,514,Others
13193.0,92,1,112.08,4,1,1,411,Others
13194.0,137,1,60.7,4,1,1,411,Others
13196.0,13,4,1797.78,1,2,4,124,Others
13198.0,12,8,3384.09,1,4,5,145,Others
13199.0,12,39,9803.96,1,4,5,145,Others
13200.0,21,4,870.09,2,2,3,223,Others
13203.0,11,4,869.46,1,2,3,123,Others
13207.0,4,2,250.26000000000002,1,1,2,112,At Risk
13208.0,1,7,1199.65,1,3,4,134,Need Attention
13209.0,91,11,5820.16,4,4,5,445,Potential Loyalists
13210.0,155,1,353.48,4,1,2,412,Others
13211.0,12,3,1095.42,1,2,4,124,Others
13212.0,11,4,779.33,1,2,3,123,Others
13213.0,58,6,1518.43,3,3,4,334,New Customers
13216.0,269,1,333.74,5,1,2,512,Others
13217.0,94,5,133.62,4,3,1,431,Others
13218.0,247,1,62.64,5,1,1,511,Others
13220.0,80,4,819.2900000000001,3,2,3,323,Others
13221.0,242,2,847.41,5,1,3,513,Others
13223.0,202,2,163.2,5,1,1,511,Others
13224.0,34,3,2150.85,2,2,5,225,Others
13225.0,62,8,6083.04,3,4,5,345,Others
13226.0,38,1,108.21000000000001,2,1,1,211,Others
13227.0,203,1,257.7,5,1,2,512,Others
13228.0,83,1,358.0,4,1,2,412,Others
13229.0,227,1,160.95,5,1,1,511,Others
13230.0,60,15,2712.07,3,4,5,345,Others
13232.0,5,7,1328.35,1,3,4,134,Need Attention
13233.0,76,2,605.12,3,1,3,313,Others
13235.0,6,2,101.17000000000007,1,1,1,111,At Risk
13236.0,2,3,727.27,1,2,3,123,Others
13238.0,13,5,680.83,1,3,3,133,Need Attention
13239.0,263,1,329.56,5,1,2,512,Others
13240.0,175,4,663.65,4,2,3,423,Others
13242.0,67,3,270.40000000000003,3,2,2,322,Others
13243.0,205,1,585.12,5,1,3,513,Others
13244.0,124,1,121.74000000000001,4,1,1,411,Others
13245.0,52,1,430.5,3,1,2,312,Others
13246.0,20,7,1896.32,2,3,4,234,Promising
13247.0,19,4,501.12,2,2,3,223,Others
13248.0,156,2,465.68,4,1,3,413,Others
13249.0,124,3,711.41,4,2,3,423,Others
13253.0,187,2,1030.4,5,1,4,514,Others
13255.0,11,3,390.65999999999997,1,2,2,122,At Risk
13256.0,16,1,0.0,1,1,1,111,At Risk
13258.0,13,3,672.83,1,2,3,123,Others
13259.0,92,1,283.18,4,1,2,412,Others
13260.0,92,1,557.62,4,1,3,413,Others
13261.0,270,2,944.1,5,1,4,514,Others
13262.0,265,1,200.29,5,1,1,511,Others
13263.0,6,35,7436.93,1,4,5,145,Others
13265.0,2,5,2092.66,1,3,5,135,Others
13266.0,13,19,3717.67,1,4,5,145,Others
13267.0,10,27,4404.4400000000005,1,4,5,145,Others
13268.0,7,15,3127.7,1,4,5,145,Others
13269.0,2,17,5312.97,1,4,5,145,Others
13270.0,487,1,590.0,5,1,3,513,Others
13271.0,304,2,172.37,5,1,1,511,Others
13272.0,32,2,276.56,2,1,2,212,Others
13273.0,115,1,138.98,4,1,1,411,Others
13276.0,154,2,590.9300000000001,4,1,3,413,Others
13277.0,17,4,258.4,1,2,2,122,At Risk
13278.0,42,1,542.73,3,1,3,313,Others
13279.0,79,2,126.30000000000001,3,1,1,311,Others
13280.0,94,3,798.46,4,2,3,423,Others
13282.0,6,6,1047.84,1,3,4,134,Need Attention
13283.0,31,2,93.66,2,1,1,211,Others
13284.0,325,2,196.15,5,1,1,511,Others
13285.0,25,4,2709.12,2,2,5,225,Others
13291.0,157,1,361.11,4,1,2,412,Others
13292.0,287,2,578.94,5,1,3,513,Others
13294.0,251,2,873.74,5,1,3,513,Others
13295.0,362,2,197.95000000000002,5,1,1,511,Others
13296.0,139,1,87.4,4,1,1,411,Others
13297.0,25,4,2089.85,2,2,5,225,Others
13298.0,121,1,360.0,4,1,2,412,Others
13299.0,270,1,142.5,5,1,1,511,Others
13300.0,166,2,365.29,4,1,2,412,Others
13301.0,105,4,618.09,4,2,3,423,Others
13302.0,156,1,63.75,4,1,1,411,Others
13304.0,354,1,300.42,5,1,2,512,Others
13305.0,23,10,2000.86,2,4,5,245,Others
13307.0,33,1,15.0,2,1,1,211,Others
13308.0,24,4,1367.6100000000001,2,2,4,224,Others
13309.0,2,5,1456.79,1,3,4,134,Need Attention
13310.0,29,6,1083.63,2,3,4,234,Promising
13311.0,4,2,598.57,1,1,3,113,Others
13313.0,24,5,1555.3200000000002,2,3,4,234,Promising
13314.0,53,4,593.51,3,2,3,323,Others
13316.0,81,5,5570.69,4,3,5,435,Others
13317.0,95,9,2140.07,4,4,5,445,Potential Loyalists
13318.0,120,3,640.76,4,2,3,423,Others
13319.0,1,36,10664.34,1,4,5,145,Others
13320.0,5,6,1475.2,1,3,4,134,Need Attention
13321.0,74,2,567.36,3,1,3,313,Others
13322.0,19,1,199.48000000000002,2,1,1,211,Others
13323.0,23,5,787.85,2,3,3,233,Promising
13324.0,7,12,7072.8,1,4,5,145,Others
13325.0,83,1,675.3,4,1,3,413,Others
13327.0,114,9,3617.57,4,4,5,445,Potential Loyalists
13328.0,319,1,1308.48,5,1,4,514,Others
13329.0,122,4,740.4,4,2,3,423,Others
13330.0,124,3,1140.93,4,2,4,424,Others
13332.0,16,1,350.90000000000003,1,1,2,112,At Risk
13334.0,84,3,3502.32,4,2,5,425,Others
13336.0,79,1,795.12,3,1,3,313,Others
13338.0,126,3,431.82,4,2,2,422,Others
13339.0,202,1,860.12,5,1,3,513,Others
13340.0,47,7,10736.48,3,3,5,335,Others
13341.0,262,1,775.85,5,1,3,513,Others
13343.0,174,2,303.93,4,1,2,412,Others
13344.0,161,3,2511.69,4,2,5,425,Others
13345.0,130,2,377.6,4,1,2,412,Others
13347.0,72,1,341.36,3,1,2,312,Others
13348.0,183,1,233.76000000000002,5,1,2,512,Others
13349.0,12,1,247.32,1,1,2,112,At Risk
13350.0,18,3,910.72,1,2,4,124,Others
13351.0,245,1,373.94,5,1,2,512,Others
13352.0,62,2,389.28000000000003,3,1,2,312,Others
13354.0,73,1,743.53,3,1,3,313,Others
13355.0,94,1,674.7,4,1,3,413,Others
13356.0,82,1,768.24,4,1,3,413,Others
13357.0,259,1,609.4,5,1,3,513,Others
13358.0,270,1,439.03000000000003,5,1,2,512,Others
13359.0,31,2,431.26,2,1,2,212,Others
13362.0,11,5,3085.4900000000002,1,3,5,135,Others
13363.0,19,2,992.5,2,1,4,214,Others
13364.0,72,2,0.0,3,1,1,311,Others
13365.0,183,3,2191.22,5,2,5,525,Others
13366.0,52,1,56.16,3,1,1,311,Others
13368.0,193,2,623.4,5,1,3,513,Others
13369.0,357,2,263.75,5,1,2,512,Others
13370.0,487,2,721.32,5,1,3,513,Others
13372.0,32,1,378.64,2,1,2,212,Others
13373.0,62,3,3312.25,3,2,5,325,Others
13375.0,2,2,772.9,1,1,3,113,Others
13376.0,205,3,1019.76,5,2,4,524,Others
13379.0,28,3,572.56,2,2,3,223,Others
13381.0,23,7,3626.81,2,3,5,235,Others
13382.0,252,1,222.99,5,1,1,511,Others
13384.0,47,9,4122.28,3,4,5,345,Others
13385.0,332,1,534.57,5,1,3,513,Others
13388.0,64,3,627.15,3,2,3,323,Others
13389.0,13,3,797.96,1,2,3,123,Others
13390.0,76,1,544.08,3,1,3,313,Others
13391.0,205,1,59.8,5,1,1,511,Others
13394.0,34,10,2312.8,2,4,5,245,Others
13395.0,158,1,307.72,4,1,2,412,Others
13396.0,23,4,1325.29,2,2,4,224,Others
13397.0,74,6,1539.18,3,3,4,334,New Customers
13398.0,194,1,457.34000000000003,5,1,2,512,Others
13402.0,247,2,621.23,5,1,3,513,Others
13403.0,19,1,75.0,2,1,1,211,Others
13404.0,36,2,252.49,2,1,2,212,Others
13405.0,76,3,572.451,3,2,3,323,Others
13408.0,4,81,27487.41,1,4,5,145,Others
13410.0,26,7,988.91,2,3,4,234,Promising
13411.0,109,1,213.55,4,1,1,411,Others
13414.0,135,3,1390.5,4,2,4,424,Others
13416.0,45,2,712.5,3,1,3,313,Others
13417.0,207,2,640.83,5,1,3,513,Others
13418.0,13,23,5845.4400000000005,1,4,5,145,Others
13419.0,154,1,221.06,4,1,1,411,Others
13420.0,136,4,140.35,4,2,1,421,Others
13421.0,42,3,1831.61,3,2,4,324,Others
13422.0,53,2,2601.55,3,1,5,315,Others
13425.0,110,3,1624.21,4,2,4,424,Others
13426.0,12,12,3550.7000000000003,1,4,5,145,Others
13427.0,21,3,582.6,2,2,3,223,Others
13428.0,12,1,201.78,1,1,1,111,At Risk
13429.0,12,4,1006.8,1,2,4,124,Others
13430.0,20,4,648.6899999999999,2,2,3,223,Others
13431.0,2,2,1269.1,1,1,4,114,Others
13434.0,76,2,534.24,3,1,3,313,Others
13435.0,26,9,3794.4900000000002,2,4,5,245,Others
13436.0,121,1,196.89,4,1,1,411,Others
13437.0,16,7,3408.06,1,3,5,135,Others
13439.0,257,1,283.71,5,1,2,512,Others
13441.0,93,1,296.64,4,1,2,412,Others
13447.0,25,4,1104.23,2,2,4,224,Others
13448.0,18,10,3460.9900000000002,1,4,5,145,Others
13449.0,25,1,291.88,2,1,2,212,Others
13450.0,28,6,2043.72,2,3,5,235,Others
13451.0,5,6,2838.56,1,3,5,135,Others
13452.0,261,2,590.0,5,1,3,513,Others
13453.0,167,2,356.98,4,1,2,412,Others
13455.0,26,4,1007.35,2,2,4,224,Others
13456.0,19,7,1737.8200000000002,2,3,4,234,Promising
13458.0,7,22,9537.92,1,4,5,145,Others
13460.0,51,2,183.44,3,1,1,311,Others
13461.0,140,3,1445.0,4,2,4,424,Others
13462.0,95,2,143.25,4,1,1,411,Others
13464.0,1,1,674.68,1,1,3,113,Others
13466.0,102,2,297.95,4,1,2,412,Others
13467.0,12,2,1071.91,1,1,4,114,Others
13468.0,1,41,5656.75,1,4,5,145,Others
13470.0,117,2,165.0,4,1,1,411,Others
13471.0,23,4,2501.84,2,2,5,225,Others
13473.0,40,3,417.54,2,2,2,222,Others
13474.0,238,1,226.84,5,1,1,511,Others
13475.0,189,4,1431.78,5,2,4,524,Others
13476.0,69,4,1092.77,3,2,4,324,Others
13477.0,6,8,1441.53,1,4,4,144,Need Attention
13479.0,200,3,291.0,5,2,2,522,Others
13481.0,47,8,1776.81,3,4,4,344,New Customers
13482.0,234,1,184.64000000000001,5,1,1,511,Others
13483.0,215,1,140.34,5,1,1,511,Others
13484.0,7,1,313.8,1,1,2,112,At Risk
13485.0,235,1,454.24,5,1,2,512,Others
13486.0,80,3,1122.41,3,2,4,324,Others
13487.0,59,3,575.4,3,2,3,323,Others
13488.0,10,17,8910.61,1,4,5,145,Others
13489.0,107,4,449.52,4,2,2,422,Others
13491.0,40,10,1215.82,2,4,4,244,Promising
13492.0,97,3,1269.84,4,2,4,424,Others
13493.0,99,2,618.63,4,1,3,413,Others
13494.0,344,1,316.26000000000005,5,1,2,512,Others
13495.0,234,6,1990.1200000000001,5,3,4,534,Loyal Customers
13496.0,12,3,617.93,1,2,3,123,Others
13497.0,312,3,321.05,5,2,2,522,Others
13499.0,19,7,1146.96,2,3,4,234,Promising
13500.0,25,4,1136.77,2,2,4,224,Others
13501.0,37,2,1310.47,2,1,4,214,Others
13502.0,18,3,292.0,1,2,2,122,At Risk
13503.0,73,1,216.85,3,1,1,311,Others
13504.0,184,1,295.93,5,1,2,512,Others
13505.0,74,8,4282.88,3,4,5,345,Others
13506.0,315,3,452.82,5,2,2,522,Others
13507.0,109,4,2479.16,4,2,5,425,Others
13508.0,68,1,110.97,3,1,1,311,Others
13509.0,38,7,979.72,2,3,4,234,Promising
13510.0,47,5,1785.16,3,3,4,334,New Customers
13512.0,262,1,251.21,5,1,2,512,Others
13513.0,217,1,205.1,5,1,1,511,Others
13514.0,75,1,152.20000000000002,3,1,1,311,Others
13515.0,74,4,891.12,3,2,3,323,Others
13516.0,23,3,1389.41,2,2,4,224,Others
13517.0,31,5,2109.07,2,3,5,235,Others
13518.0,87,1,627.16,4,1,3,413,Others
13519.0,52,2,110.8,3,1,1,311,Others
13520.0,1,8,3487.75,1,4,5,145,Others
13521.0,12,3,1071.73,1,2,4,124,Others
13522.0,91,1,125.80000000000001,4,1,1,411,Others
13523.0,48,6,3755.38,3,3,5,335,Others
13524.0,42,5,680.1800000000001,3,3,3,333,New Customers
13525.0,16,2,628.78,1,1,3,113,Others
13527.0,32,8,2218.61,2,4,5,245,Others
13529.0,80,2,307.76,3,1,2,312,Others
13531.0,207,2,483.8,5,1,3,513,Others
13532.0,183,1,210.31,5,1,1,511,Others
13533.0,66,3,269.09,3,2,2,322,Others
13534.0,39,43,5613.08,2,4,5,245,Others
13536.0,11,7,3444.39,1,3,5,135,Others
13538.0,33,7,1280.85,2,3,4,234,Promising
13539.0,87,4,605.84,4,2,3,423,Others
13544.0,41,2,276.06,3,1,2,312,Others
13546.0,14,3,621.09,1,2,3,123,Others
13548.0,68,2,678.16,3,1,3,313,Others
13549.0,4,8,916.12,1,4,4,144,Need Attention
13551.0,322,1,91.80000000000001,5,1,1,511,Others
13552.0,83,16,3539.53,4,4,5,445,Potential Loyalists
13555.0,75,4,4098.88,3,2,5,325,Others
13557.0,30,2,584.0600000000001,2,1,3,213,Others
13558.0,25,4,594.52,2,2,3,223,Others
13560.0,303,1,171.42000000000002,5,1,1,511,Others
13561.0,128,1,141.85999999999999,4,1,1,411,Others
13562.0,83,3,1799.3300000000002,4,2,4,424,Others
13563.0,86,2,777.53,4,1,3,413,Others
13564.0,146,5,623.3900000000001,4,3,3,433,Others
13565.0,21,2,240.22,2,1,2,212,Others
13566.0,42,2,856.84,3,1,3,313,Others
13568.0,175,1,187.05,4,1,1,411,Others
13569.0,19,2,338.62,2,1,2,212,Others
13570.0,68,1,239.49,3,1,2,312,Others
13571.0,14,12,2088.94,1,4,5,145,Others
13572.0,207,1,1384.25,5,1,4,514,Others
13573.0,52,2,290.25,3,1,2,312,Others
13575.0,1,5,732.07,1,3,3,133,Need Attention
13576.0,12,20,6703.3,1,4,5,145,Others
13577.0,2,5,1658.3,1,3,4,134,Need Attention
13579.0,16,2,467.04,1,1,3,113,Others
13581.0,284,1,118.0,5,1,1,511,Others
13583.0,157,1,781.03,4,1,3,413,Others
13584.0,192,1,142.4,5,1,1,511,Others
13587.0,45,3,347.0,3,2,2,322,Others
13588.0,17,13,2445.12,1,4,5,145,Others
13589.0,16,2,379.65,1,1,2,112,At Risk
13590.0,4,7,1976.1200000000001,1,3,4,134,Need Attention
13591.0,184,3,1117.13,5,2,4,524,Others
13592.0,67,4,247.95999999999998,3,2,2,322,Others
13593.0,110,6,1965.0800000000002,4,3,4,434,Potential Loyalists
13594.0,54,1,396.97,3,1,2,312,Others
13596.0,14,2,664.11,1,1,3,113,Others
13598.0,49,2,147.29,3,1,1,311,Others
13599.0,4,33,5026.85,1,4,5,145,Others
13600.0,315,1,219.52,5,1,1,511,Others
13601.0,6,2,693.32,1,1,3,113,Others
13602.0,184,1,428.89,5,1,2,512,Others
13603.0,28,1,164.34,2,1,1,211,Others
13606.0,60,3,276.75,3,2,2,322,Others
13607.0,42,1,675.51,3,1,3,313,Others
13610.0,14,9,1065.88,1,4,4,144,Need Attention
13611.0,32,4,1140.8,2,2,4,224,Others
13614.0,26,4,1585.46,2,2,4,224,Others
13615.0,315,2,399.99,5,1,2,512,Others
13617.0,5,3,544.18,1,2,3,123,Others
13618.0,175,1,177.34,4,1,1,411,Others
13621.0,118,1,213.85,4,1,1,411,Others
13623.0,91,7,652.4,4,3,3,433,Others
13626.0,342,1,257.23,5,1,2,512,Others
13627.0,31,7,1624.02,2,3,4,234,Promising
13629.0,25,11,7792.36,2,4,5,245,Others
13630.0,77,11,1995.68,3,4,5,345,Others
13631.0,135,12,3021.77,4,4,5,445,Potential Loyalists
13632.0,26,6,2114.68,2,3,5,235,Others
13634.0,37,5,1547.3600000000001,2,3,4,234,Promising
13635.0,276,1,1071.03,5,1,4,514,Others
13636.0,94,6,941.62,4,3,4,434,Potential Loyalists
13637.0,54,3,804.3,3,2,3,323,Others
13638.0,17,1,122.64,1,1,1,111,At Risk
13639.0,76,1,1033.34,3,1,4,314,Others
13642.0,128,1,312.28,4,1,2,412,Others
13643.0,122,3,519.44,4,2,3,423,Others
13644.0,18,5,2597.52,1,3,5,135,Others
13645.0,33,1,252.1,2,1,2,212,Others
13647.0,11,5,1640.22,1,3,4,134,Need Attention
13649.0,258,2,346.6,5,1,2,512,Others
13650.0,2,7,1809.3400000000001,1,3,4,134,Need Attention
13651.0,41,2,94.2,3,1,1,311,Others
13652.0,47,3,1095.08,3,2,4,324,Others
13654.0,37,6,2707.33,2,3,5,235,Others
13655.0,7,2,932.97,1,1,4,114,Others
13656.0,166,2,379.65,4,1,2,412,Others
13657.0,12,2,382.14,1,1,2,112,At Risk
13658.0,11,7,2421.47,1,3,5,135,Others
13659.0,198,3,1540.65,5,2,4,524,Others
13662.0,36,7,862.58,2,3,3,233,Promising
13663.0,181,1,189.47,4,1,1,411,Others
13666.0,62,3,84.65,3,2,1,321,Others
13667.0,151,1,299.05,4,1,2,412,Others
13668.0,12,29,6162.31,1,4,5,145,Others
13669.0,52,2,218.55,3,1,1,311,Others
13670.0,77,1,349.7,3,1,2,312,Others
13672.0,39,6,-71.46,2,3,1,231,Others
13673.0,20,2,387.44,2,1,2,212,Others
13675.0,34,2,486.82000000000005,2,1,3,213,Others
13678.0,34,1,232.6,2,1,2,212,Others
13680.0,41,5,2199.01,3,3,5,335,Others
13681.0,19,4,827.83,2,2,3,223,Others
13682.0,219,1,59.5,5,1,1,511,Others
13684.0,288,2,62.13,5,1,1,511,Others
13685.0,47,7,3119.44,3,3,5,335,Others
13686.0,66,1,72.0,3,1,1,311,Others
13689.0,154,1,910.0,4,1,4,414,Others
13690.0,31,1,172.25,2,1,1,211,Others
13692.0,26,5,1466.8700000000001,2,3,4,234,Promising
13693.0,328,2,-32.0,5,1,1,511,Others
13694.0,27,60,62690.54,2,4,5,245,Others
13695.0,3,15,2504.13,1,4,5,145,Others
13697.0,335,1,151.3,5,1,1,511,Others
13699.0,157,1,308.58000000000004,4,1,2,412,Others
13700.0,7,10,2248.63,1,4,5,145,Others
13703.0,321,1,99.5,5,1,1,511,Others
13704.0,1,10,2295.31,1,4,5,145,Others
13705.0,146,3,711.86,4,2,3,423,Others
13706.0,70,1,330.79,3,1,2,312,Others
13707.0,268,2,806.41,5,1,3,513,Others
13708.0,273,1,285.33,5,1,2,512,Others
13709.0,1,17,6228.71,1,4,5,145,Others
13710.0,122,1,180.48,4,1,1,411,Others
13711.0,220,2,252.06,5,1,2,512,Others
13712.0,160,1,228.84,4,1,1,411,Others
13715.0,192,8,1051.99,5,4,4,544,Loyal Customers
13716.0,271,1,138.28,5,1,1,511,Others
13717.0,58,7,1432.26,3,3,4,334,New Customers
13718.0,160,2,306.55,4,1,2,412,Others
13719.0,17,5,1041.68,1,3,4,134,Need Attention
13720.0,118,4,799.9,4,2,3,423,Others
13721.0,275,1,524.14,5,1,3,513,Others
13722.0,33,4,2369.16,2,2,5,225,Others
13723.0,189,1,199.85000000000002,5,1,1,511,Others
13725.0,39,11,1809.81,2,4,4,244,Promising
13726.0,102,2,1079.66,4,1,4,414,Others
13727.0,30,2,333.48,2,1,2,212,Others
13728.0,109,6,1016.14,4,3,4,434,Potential Loyalists
13730.0,137,2,752.6,4,1,3,413,Others
13731.0,160,2,610.59,4,1,3,413,Others
13732.0,30,1,491.86,2,1,3,213,Others
13735.0,26,8,2764.48,2,4,5,245,Others
13736.0,243,3,721.9,5,2,3,523,Others
13737.0,202,1,339.6,5,1,2,512,Others
13739.0,20,1,216.9,2,1,1,211,Others
13740.0,242,1,350.75,5,1,2,512,Others
13741.0,5,4,666.33,1,2,3,123,Others
13742.0,18,14,3079.27,1,4,5,145,Others
13743.0,2,8,1340.15,1,4,4,144,Need Attention
13744.0,216,2,1080.52,5,1,4,514,Others
13745.0,34,2,291.54,2,1,2,212,Others
13747.0,699,1,79.6,5,1,1,511,Others
13748.0,160,5,948.25,4,3,4,434,Potential Loyalists
13750.0,55,5,1647.26,3,3,4,334,New Customers
13751.0,291,1,296.25,5,1,2,512,Others
13752.0,97,6,1175.38,4,3,4,434,Potential Loyalists
13753.0,290,1,741.26,5,1,3,513,Others
13754.0,34,2,282.6,2,1,2,212,Others
13755.0,11,10,2101.39,1,4,5,145,Others
13756.0,20,15,5145.12,2,4,5,245,Others
13758.0,13,7,3190.55,1,3,5,135,Others
13759.0,73,2,659.4100000000001,3,1,3,313,Others
13760.0,56,2,286.79,3,1,2,312,Others
13761.0,52,2,1070.65,3,1,4,314,Others
13762.0,206,2,3.552713678800501e-15,5,1,1,511,Others
13763.0,154,3,1689.46,4,2,4,424,Others
13764.0,72,3,1519.42,3,2,4,324,Others
13767.0,27,52,16945.71,2,4,5,245,Others
13769.0,61,16,2771.8700000000003,3,4,5,345,Others
13771.0,181,5,2631.7,4,3,5,435,Others
13772.0,183,3,1122.63,5,2,4,524,Others
13774.0,83,1,345.0,4,1,2,412,Others
13777.0,11,41,25748.350000000002,1,4,5,145,Others
13778.0,105,1,178.7,4,1,1,411,Others
13780.0,172,2,360.01,4,1,2,412,Others
13781.0,282,1,127.84,5,1,1,511,Others
13782.0,14,6,908.86,1,3,4,134,Need Attention
13784.0,11,11,2462.79,1,4,5,145,Others
13786.0,518,1,230.4,5,1,1,511,Others
13787.0,77,2,309.04,3,1,2,312,Others
13790.0,213,1,348.79999999999995,5,1,2,512,Others
13791.0,45,3,1047.68,3,2,4,324,Others
13792.0,245,2,195.55,5,1,1,511,Others
13798.0,2,63,36352.87,1,4,5,145,Others
13799.0,118,2,688.86,4,1,3,413,Others
13800.0,284,1,558.32,5,1,3,513,Others
13801.0,245,1,324.8,5,1,2,512,Others
13802.0,140,6,3906.27,4,3,5,435,Others
13803.0,257,1,277.07,5,1,2,512,Others
13804.0,80,7,2588.39,3,3,5,335,Others
13805.0,54,2,924.5999999999999,3,1,4,314,Others
13806.0,154,1,256.38,4,1,2,412,Others
13807.0,518,1,112.6,5,1,1,511,Others
13808.0,48,5,1747.66,3,3,4,334,New Customers
13809.0,162,1,155.05,4,1,1,411,Others
13810.0,30,4,899.51,2,2,3,223,Others
13811.0,96,4,591.75,4,2,3,423,Others
13812.0,44,3,539.0,3,2,3,323,Others
13813.0,32,5,1353.41,2,3,4,234,Promising
13814.0,58,3,1562.12,3,2,4,324,Others
13815.0,24,5,4014.91,2,3,5,235,Others
13816.0,25,4,555.04,2,2,3,223,Others
13817.0,60,2,382.98,3,1,2,312,Others
13819.0,39,3,1140.35,2,2,4,224,Others
13821.0,146,2,385.64,4,1,2,412,Others
13822.0,42,2,632.0,3,1,3,313,Others
